Product_ID,Product_Name,Category_ID,SubCategory_ID,Brand_ID,Unit_Cost,Unit_Price,Warranty_Years
230,Canon EOS R100 + RF-S 18-45s + RTS 55-210s EU26,4,10,30.0,730,950,1
231,Insta360 GO 3 Carry Case,4,11,28.0,20,30,1
232,Insta360 GO 3 Lens Guard,4,11,28.0,10,15,1
233,Baseus Heyo Camera Detector Black Fmhy000001,4,11,9.0,10,15,1
234,Insta360 GO 3 Fetch Stick,4,11,28.0,10,15,1
235,Insta360 GO 3 ND Filter Set,4,11,28.0,40,50,1
236,Insta360 Dash Cam Mount,4,11,28.0,30,40,1
237,Insta360 GO 3 Magnet Pendant,4,11,28.0,10,15,1
238,Insta360 X3 Sticky Lens Guards,4,11,28.0,10,15,1
239,Insta360 X3 Horizontal Action Mount,4,11,28.0,10,15,1
240,Saramonic Cam Mic,4,11,32.0,40,50,1
241,Insta360 X3 Lens Cap,4,11,28.0,40,50,1
242,Insta360 GO 3 Dive Case,4,11,28.0,40,50,1
243,Insta360 ONE RS Lens Cap For 360 Lens,4,11,28.0,10,15,1
244,Insta360 ONE RS Dive Case For 4K Boost Lens,4,11,28.0,50,70,1
245,Saramonic Wireless Microphone Blink5 B2,4,11,32.0,110,140,1
246,Insta360 ONE RS/R Sticky Lens Guards for 360 Lens,4,11,28.0,20,30,1
247,Insta360 X3 Battery,4,11,28.0,20,30,1
248,Insta360 X3 Fast Charge Hub,4,11,28.0,30,40,1
249,Google Nest Hub 2nd Generation Chalk,5,12,33.0,90,120,2
250,Xiaomi Outdoor Camera AW300,5,13,6.0,60,80,1
251,EZVIZ CB8 Battery-Powered Pan & Tilt,5,13,25.0,120,160,1
252,Mi Wireless Outdoor Security Camera 1080p Set,5,13,6.0,90,120,1
253,Xiaomi Outdoor Camera AW200,5,13,6.0,40,50,1
254,EZVIZ H6c Pro Pan & Tilt Smart Home Camera,5,13,25.0,30,40,1
255,EZVIZ H3c Wi-Fi Smart Home Camera (5mp),5,13,25.0,40,50,1
256,EZVIZ H9c Dual Dual-Lens Pan & Tilt (4 MP outdoor),5,13,25.0,50,70,1
257,EZVIZ Smart Security Light + Camera 4mp CS-LC3,5,13,25.0,50,70,1
258,Baseus T2 Pro Smart Device Tracker White Fmtp000002,5,14,9.0,10,15,1
259,Xiaomi Smart Sensor Set,5,14,6.0,60,80,1
260,Baseus Intelligent T2 Anti-Loss Device White Zlfdqt2-02,5,14,9.0,10,15,1
261,EZVIZ Wirefree Video Door Bell With Chime,5,14,25.0,50,70,1
262,SAMSUNG GALAXY A17 4G 128GB BLACK,6,15,2.0,140,180,1
263,Samsung Galaxy A17 5G Gray,6,15,2.0,150,200,1
264,Samsung Galaxy A16 Black,6,15,2.0,160,210,1
265,Samsung Galaxy A07 128GB Light Black,6,15,2.0,100,130,1
266,Samsung Galaxy S25 FE Dark Blue,6,15,2.0,530,690,1
267,Samsung Galaxy S25 FE Jetblack,6,15,2.0,530,690,1
268,Samsung Galaxy A17 5G Black,6,15,2.0,150,200,1
269,Huawei Nova 14 Pro Blue,6,15,15.0,450,590,1
270,Samsung Galaxy A05 64GB Green,6,15,2.0,70,90,1
271,Samsung Galaxy S25 Ultra Gray 12GB/512GB,6,15,2.0,1200,1560,1
272,Samsung Galaxy A06 64GB Black,6,15,2.0,80,100,1
273,Samsung Galaxy S25 Plus Mint,6,15,2.0,840,1090,1
274,Samsung Galaxy S25 Ultra Titanium Silverblue 12GB/512GB,6,15,2.0,1200,1560,1
275,SAMSUNG GALAXY Z FLIP 7 BLUE 12GB+256GB,6,15,2.0,830,1080,1
276,Samsung Galaxy Z Fold 5 Black 512GB,6,15,2.0,930,1210,1
277,Huawei Nova Y63 Silver,6,15,15.0,120,160,1
278,Huawei Nova Y73 Blue,6,15,15.0,140,180,1
279,Huawei Nova Y63 Black,6,15,15.0,120,160,1
280,Samsung Galaxy A25 Yellow,6,15,2.0,170,220,1
281,SAMSUNG GALAXY Z FOLD 7 BLACK 12GB+256GB,6,15,2.0,1450,1890,1
282,Samsung Galaxy Z Flip 6 256 GB Silver,6,15,2.0,880,1140,1
283,Samsung Galaxy Z Flip 6 Green,6,15,2.0,880,1140,1
284,Samsung Galaxy A15 Yellow,6,15,2.0,120,160,1
285,Samsung Galaxy Z Flip5 Cream,6,15,2.0,540,700,1
286,SAMSUNG GALAXY Z FOLD 7 BLUE 12GB+512GB,6,15,2.0,1540,2000,1
287,iPhone 15 128GB Black,6,15,34.0,670,870,1
288,iPhone 15 Pro 512GB Blue Titanium,6,15,34.0,1090,1420,1
289,iPhone 13 mini 512GB Blue,6,15,34.0,440,570,1
290,Apple iPhone 16 128GB,6,15,34.0,720,940,1
291,Apple iPhone Air 256GB,6,15,34.0,1080,1400,1
292,Apple iPhone 17 Pro 256GB,6,15,34.0,1170,1520,1
293,Apple iPhone 17 Pro Max 256GB,6,15,34.0,1310,1700,1
294,Apple Iphone 14 128GB,6,15,34.0,510,660,1
295,SAMSUNG TAB S11 ULTRA 5G GRAY SM-X936BZAAAFA,6,16,2.0,1140,1480,1
296,Huawei MatePad 12X With M-Pencil,6,16,15.0,530,690,1
297,Huawei MatePad 11.5 New Premium Set with M-Penci,6,16,15.0,370,480,1
298,Samsung Tab A9 SILVER,6,16,2.0,130,170,1
299,"Huawei Matepad SE 11"" LTE + 128G",6,16,15.0,160,210,1
300,"Samsung Galaxy Tab A7 Lite (8.7"", LTE)",6,16,2.0,110,140,1
301,Samsung Galaxy Tab S6 Lite,6,16,2.0,280,360,1
302,"Samsung Tab X716B, S9 5G, Gray, 128GB",6,16,2.0,620,810,1
303,Huawei MatePad Pro Midnight Grey,6,16,15.0,400,520,1
304,Samsung Tab A9 Dark Blue,6,16,2.0,130,170,1
305,Samsung Tab A9 GRAY,6,16,2.0,130,170,1
306,Huawei Mate Pad Papermatte 11.5 With Cover,6,16,15.0,300,390,1
307,Huawei Matepad 11.5 2025 with Keyboard,6,16,15.0,300,390,1
308,Samsung Galaxy Watch FE 40mm Pink Gold,6,17,2.0,170,220,1
309,Samsung Galaxy Watch FE 40mm Black,6,17,2.0,170,220,1
310,Samsung Galaxy Watch 7 40mm Beige,6,17,2.0,220,290,1
311,Samsung Galaxy Fit 3 Pink Gold,6,17,2.0,40,50,1
312,Samsung Galaxy Watch 6- 44mm Silver,6,17,2.0,220,290,1
313,Huawei Watch Fit 4 Pro Green,6,17,15.0,160,210,1
314,Huawei Watch GT6 46MM Green,6,17,15.0,190,250,1
315,Huawei Watch GT6 46MM Pro Sand,6,17,15.0,230,300,1
316,Huawei Watch GT6 46MM Black,6,17,15.0,190,250,1
317,Samsung Galaxy Watch 7 44mm Green,6,17,2.0,220,290,1
318,Huawei Watch Fit 4 Pro Black,6,17,15.0,160,210,1
319,Samsung Galaxy Fit 3 Silver,6,17,2.0,40,50,1
320,Huawei Band 10 (Colour - PINK),6,17,15.0,40,50,1
321,Huawei Band 10 (Colour - Black),6,17,15.0,40,50,1
322,Huawei Watch GT6 41MM Gold Milanese,6,17,15.0,200,260,1
323,Huawei Band 8 Midnight (Colour - Black),6,17,15.0,30,40,1
324,Huawei Watch GT 5 Pro Ceramic White 42mm,6,17,15.0,260,340,1
325,Huawei Watch GT 4 41mm White Leather,6,17,15.0,90,120,1
326,HUAWEI Watch D2 Black,6,17,15.0,310,400,1
327,Huawei Watch GT 5 Gold 41mm,6,17,15.0,160,210,1
328,Huawei Watch GT 5 Black 46mm,6,17,15.0,140,180,1
329,Huawei Watch GT 5 Blue 41mm,6,17,15.0,140,180,1
330,Huawei Watch Fit 2 Active Edition Pink,6,17,15.0,60,80,1
331,Hifuture Aura Smart Watch Black Ladies Watch,6,17,35.0,80,100,1
332,Huawei Watch Fit 2 Active Edition Blue,6,17,15.0,60,80,1
333,Sony Headphone Black WI-C100/BZE,7,18,5.0,20,30,1
334,Sony Headphone White MDR-ZX110APWZE,7,18,5.0,10,15,1
335,BUGANI BH21019 FREE B11 BLACK,7,18,36.0,20,30,1
336,BUGANI BH21019 FREE B11 SKIN,7,18,36.0,20,30,1
337,Jellico TS3s TWS Earphone White,7,18,37.0,10,15,1
338,Sony Headphone Black MDR-ZX110APBZE,7,18,5.0,10,15,1
339,Baseus Eli Sport 1 Open-Ear Tws Earbuds Black A00064400121-00,7,18,9.0,60,80,1
340,Sony Headphone White MDR-EX15APWZE,7,18,5.0,10,15,1
341,Baseus Eli Sport 1 Open-Ear Tws Earbuds White A00064400221-00,7,18,9.0,60,80,1
342,HUAWEI Freeclip Black & Free HUAWEI Health Scale,7,18,15.0,90,120,1
343,Huawei Freeclip Rose Gold & Free HUAWEI Health Scale,7,18,15.0,90,120,1
344,HUAWEI Freeclip Black,7,18,15.0,90,120,1
345,Cambridge Audio Melomania M100 Wireless Earbuds,7,18,38.0,110,140,1
346,Huawei FreeBuds 7i Pink,7,18,15.0,70,90,1
347,Baseus Airnora 2 True Wireless Earphones G Orange NGTW320207,7,18,9.0,50,70,1
348,Sony Headphone Black MDR-EX15APBZE,7,18,5.0,10,15,1
349,Sony Headphone Black WH-CH520/BZ,7,18,5.0,40,50,1
350,JBL Tune 520 Bluetooth Headphone Black,7,18,39.0,50,70,1
351,Sony Headphone Black WH-1000XM4/BME,7,18,5.0,200,260,1
352,Huawei FreeBuds 7i Pink,7,18,15.0,60,80,1
353,Huawei FreeBuds 7i Black,7,18,15.0,60,80,1
354,JBL Quantum 100M2 Headphone Black,7,18,39.0,50,70,1
355,Sony Headphone Taupe WI-C100/CZE,7,18,5.0,20,30,1
356,Hifuture Futuretour Anc Headphone Black High Performance,7,18,35.0,30,40,1
357,Huawei FreeBuds SE 3 Beige,7,18,15.0,30,40,1
358,Monster Clear Talk Clarity 102,7,18,40.0,90,120,1
359,Cooler Master CH331 USB Gaming Headphone,7,18,21.0,30,40,1
360,Monster Persona Wireless Headphones,7,18,40.0,120,160,1
361,Monster Champion Wireless Headphones,7,18,40.0,90,120,1
362,Sony Headphone Orange WF-C500/DZE,7,18,5.0,70,90,1
363,Philips Wireless Headphone ANC Black TAH6506BK,7,18,1.0,40,50,1
364,Philips Wireless Hi-Fi Headphone SHC5200/10,7,18,1.0,50,70,1
365,Huawei Freebuds SE4 ANC White,7,18,15.0,40,50,1
366,Logitech G432 7.1 Wired Gaming Headset,7,18,22.0,60,80,1
367,Baseus Eli Sport 1 Open-Ear Tws Earbuds A Green A00064400641-00,7,18,9.0,60,80,1
368,Baseus Encok Cz11 Wired Earphones Moon White A00164300213-Z1,7,18,9.0,20,30,1
369,Philips Headphones In-Ear With Mic SHE3555BK,7,18,1.0,20,30,1
370,Hifuture Futuremate Headphone Black Open Ear,7,18,35.0,20,30,1
371,Baseus Aequr GH02 Gaming Wireless Headphones White Wireless Headphone A00050800211-00,7,18,9.0,60,80,1
372,Baseus Aequr VO20 Portable Wireless Speaker Black A20067900117-00,7,19,9.0,40,50,1
373,BUGANI BS12306 REFORM BLACK,7,19,36.0,120,160,1
374,BUGANI BS12303 BRIEF PRO BLUE ORANGE,7,19,36.0,130,170,1
375,BUGANI BS12302 BOOST MAX BLACK,7,19,36.0,200,260,1
376,BUGANI BS12305 BRIEF BLACK GOLD,7,19,36.0,50,70,1
377,BUGANI BS12305 BRIEF BLACK,7,19,36.0,50,70,1
378,Hifuture Altus Military Green,7,19,35.0,20,30,1
379,Hifuture Ripple Blue,7,19,35.0,50,70,1
380,Monster Blaster V3.0 Black,7,19,40.0,250,330,1
381,JBL-SPK-Boombox 3 BLK,7,19,39.0,400,520,1
382,MARSHALL WOBURN III BT SPEAKER BLACK,7,19,41.0,420,550,1
383,Hifuture Gravity Black,7,19,35.0,70,90,1
384,JBL Clip 5 Bluetooth Speaker Squad,7,19,39.0,50,70,1
385,SONY BT Speakers Black SRS-XG500/BCS,7,19,5.0,330,430,1
386,Marshall Woburn III Bluetooth Speaker Cream,7,19,41.0,420,550,1
387,Sonos Move 2 Smart Portable Speaker - Black (S17),7,19,46,440,570,1
388,Monster S310 BT Speaker,7,19,40.0,50,70,1
389,Sony BT Speakers Black SRS-XE300/BCE,7,19,5.0,140,180,1
390,Sony BT Speaker Black SRS-XE200/BCE,7,19,5.0,110,140,1
391,Monster Superstar S320 Black,7,19,40.0,80,100,1
392,Sony SRS-XB23/CC BT SPEAKERS TAUPE,7,19,5.0,80,100,1
393,Sony BT Speakers Black SRS-XB13/BC,7,19,5.0,40,50,1
394,Sony SRS-XB33/BC BT SPEAKERS BLACK,7,19,5.0,120,160,1
395,Google Nest Mini 2nd Generation Charcoal Chalk,7,19,33.0,40,50,1
396,Hifuture Gravity Blue,7,19,35.0,70,90,1
397,JBL Flip 6 Red,7,19,39.0,110,140,1
398,Sonos Era 100 Smart WiFi Speaker - Black S39,7,19,46,230,300,1
399,Sonos Roam Portable Smart Speaker - Black (S27),7,19,46,140,180,1
400,Sony HCDSHAKEX10D Home Music System,7,20,5.0,620,810,2
401,Sony HCDSHAKEX30D Home Audio System,7,20,5.0,780,1010,2
402,JVC RD-N327 CD Player with radio FM White Colour,7,20,7.0,50,70,2
403,Sony MHC-M40D High Power Audio System with DVD,7,20,5.0,360,470,2
404,Hisense HA350 Mini HiFI 50 X 2 W,7,20,3.0,140,180,2
405,Pioneer S62W Active Subwoofer,7,20,27.0,250,330,2
406,Hisense HA450M Mini Hifi 180X2 W With Bluetooth,7,20,3.0,190,250,2
407,JVC RD-N327 CD Player with radio FM Black Colour,7,20,7.0,50,70,2
408,Sony Playstion 5 Slim Disc Version,8,21,5.0,580,750,1
409,SONY PLAYSTATION 5 SLIM,8,21,5.0,580,750,1
410,XBOX One Xbox One S Console 1TB,8,21,18.0,400,520,1
411,Nintendo Switch 2,8,21,42.0,500,650,1
412,Sony DualSense Wireless Controller for PS5,8,22,5.0,70,90,1
413,PS5 DUAL SENSE WIRELESS CONTROLLER WHITE,8,22,5.0,70,90,1
414,Oculus Meta Quest 3 VR 512GB,8,23,43.0,530,690,1
415,Oculus Quest 2 — Advanced All-In-One Virtual Reality Headset — 256 GB,8,23,43.0,490,640,1
416,Philips Airfryer 4000 Series Stacked Dual Basket Airfryer,10,25,1.0,380,490,1
417,Philips 3000 Series Airfryer Dual Basket,10,25,1.0,330,430,1
418,Philips 3000 Series Airfryer 7.2L,10,25,1.0,280,360,1
419,Philips 2000 Series Airfryer 2000 series 6.2L (Silver),10,25,1.0,210,270,1
420,Philips 2000 Series Airfryer 2000 series 4.2L (Silver),10,25,1.0,180,230,1
421,Philips 2000 Series Airfryer 2000 series 3.2L,10,25,1.0,125,160,1
422,Philips 1000 series Airfryer 1000 series 4.2L,10,25,1.0,90,120,1
423,Philips Airfryer 3000 Series L Single Pot,10,25,1.0,120,160,1
424,Philips 2000 Series Airfryer 2000 series 6.2L (Silver),10,25,1.0,180,230,1
425,Philips 7000 Series Airfryer Combi 8.3L and Food Thermometer,10,25,1.0,480,620,1
426,Philips Premium Airfryer XXL,10,25,1.0,300,390,1
427,Philips 1000 series Airfryer 1000 series 4.2L,10,25,1.0,80,100,1
428,Philips Airfryer 5000 Series XXL Connected,10,25,1.0,200,260,1
429,Philips Airfryer 5000 Series XXL Connected,10,25,1.0,250,330,1
430,Philips Airfryer 3000 Series L Compact Airfryer,10,25,1.0,150,200,1
431,Ninja Double Stack XL 2-Level Air Fryer with Smart Cook System 9.5L​ Cyber Space SL451UKCYD,10,25,44.0,250,330,1
432,Ninja MAX 6-in-1 Dual Zone Air Fryer 9.5L – Cyber Space DZ400UKCYD,10,25,44.0,180,230,1
433,Ninja CRISPi 4-in-1 Portable Glass Air Fryer - Sage Green - Family Set,10,25,44.0,170,220,1
434,Ninja Air Fryer MAX 6.2L AF170UK,10,25,44.0,120,160,1
435,Ninja Foodi MAX Dual Zone Air Fryer AF400UK,10,25,44.0,250,330,1
436,Ninja Foodi 4-in-1 Dual Zone Air Fryer 7.6L AF200UK,10,25,44.0,180,230,1
437,Philips 5000 Series Blender,10,26,1.0,145,190,1
438,Philips 5000 Series Blender,10,26,1.0,105,140,1
439,Philips Opal Blenders,10,26,1.0,50,70,1
440,Philips Series 5000 Blender Core,10,26,1.0,98,130,1
441,Philips 7000 Series High speed blender,10,26,1.0,210,270,1
442,Ninja Detect Power Blender & Processor Pro Cyber Space TB401UKCYD,10,26,44.0,250,330,1
443,Ninja Detect Power Blender & Processor Pro TB401UK,10,26,44.0,250,330,1
444,Ninja Deluxe Black & Copper Detect Power Blender & Processor Pro TB401UKDBCP,10,26,44.0,250,330,1
445,Ninja 3-in-1 Food Processor with Auto-IQ BN800UK,10,26,44.0,180,230,1
446,Ninja Foodi Power Nutri Blender 3-in-1 with Smart Torque & Auto-iQ 1200W - CB350UK,10,26,44.0,200,260,1
447,Ninja Food Processor with Auto-IQ BN650UK,10,26,44.0,100,130,1
448,Ninja Luxe Café Pro Series ES701UK,10,27,44.0,750,980,1
449,Ninja Luxe Café Premier Espresso Machine ES601UKGM,10,27,44.0,600,780,1
450,Ninja Luxe Café Premier Espresso Machine ES601UK,10,27,44.0,600,780,1
451,Ninja Luxe Café Premier Espresso Machine - Black ES601UKBK,10,27,44.0,600,780,1
452,Ninja Luxe Café Premier Espresso Machine - Cyber Space ES601UKCY,10,27,44.0,600,780,1
453,Philips Series 4400 Fully automatic espresso machine,10,27,1.0,1500,1950,1
454,Philips Philips 4300 Series Fully automatic espresso machines,10,27,1.0,950,1240,1
455,Philips Series 3300 Fully automatic espresso machine - with Iced Coffee option,10,27,1.0,1300,1690,1
456,Philips Series 2300 Fully automatic espresso machine,10,27,1.0,1050,1370,1
457,Philips Series 1200 Fully automatic espresso machines,10,27,1.0,750,980,1
458,Philips All-in-One Cooker All-in-One Cooker Pressurized,10,28,1.0,275,360,2
459,Philips Rice Cooker 3000 Series Mini Rice Cooker 0.54L,10,28,1.0,75,100,2
460,Philips 3000 Series Philips Rice Cooker,10,28,1.0,115,150,2
461,Philips Daily Collection Induction cooker - stainless steel induction pot included,10,28,1.0,100,130,2
462,Philips 5000 Series Philips Digital Rice Cooker,10,28,1.0,100,130,2
463,Philips Viva Collection All-in-One Multicooker,10,28,1.0,225,290,2
464,Ninja Foodi MAX 15-in-1 SmartLid Multi-Cooker with Smart Cook System 7.5L OL750UK,10,28,44.0,250,330,2
465,Ninja Foodi 11-in-1 SmartLid Multi-Cooker 6L OL550UK,10,28,44.0,300,390,2
466,"Ninja Speedi 12-in-1 Multi-Cooker, Air Fryer & Slow Cooker - Cyber Space ON500UKCYD",10,28,44.0,250,330,2
467,"Ninja Combi 12-in-1 Multi-Cooker, Oven & Air Fryer SFP700UK",10,28,44.0,300,390,2
468,Ninja Foodi 9-in-1 Multi-Cooker 6L OP350UK,10,29,44.0,250,330,2
469,Ninja Foodi 8-in-1 Flip Mini Oven SP101UK,10,29,44.0,240,310,2
470,Ninja Foodi 10-in-1 Multifunction Oven DT200UK,10,29,44.0,280,360,2
